,Comment
150,But why did he made a joke out of himself? Why would someone destroy their own career?
572,O tope le liye dislike duniya bhar krface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy
820,*bhai yar yeh lockupp reality mein kab khatam hua??????
1687,I felt bad for giving him a view when I came to dislike persevering_faceface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy
922,Finally some says the right thing rather following any shit blindly
1665,"Kunal : mere bivi pregnant hai
His wife be like- iske peeche jarur modi ji honge

Ohhhhh"
1019,You tube fresh trending = unsubscribe Kunal kamra smiling_face_with_open_handssmiling_face_with_open_hands
194,Carry roast karega or bahut jor se karega
1119,"*I literally can not understand, how people are proud of modi*
*The video was so good I watched it twice*"
1709,Carry sikh  rosting  grinning_face_with_big_eyesgrinning_face_with_big_eyesgrinning_face_with_big_eyesgrinning_face_with_big_eyesgrinning_face_with_big_eyesgrinning_face_with_big_eyes
258,Says the one who googles his facts before every standuprolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughing
1655,The most disgusted video i ever saw
657,Checking in every few minutes to see the dislikes face_with_tears_of_joyface_with_tears_of_joy
1140,"When you start to watch a video .. whole carry fan's react "" aaji l*** mera"" ."
745,If kamra had made fun on pappu or owaisi despite of modi . So the result would have been totally opposite
1542,4.1 lakh likes are given by tiktokers. rolling_on_the_floor_laughingrolling_on_the_floor_laughing
1936,He is setting a new record of dislike in this videorolling_on_the_floor_laughingrolling_on_the_floor_laughing
187,"Kunalkamra is right.. 
Gaali to gaali hoti hai.. 
Ye na kre yarr koi bhi ho"
976,Setup acha tha but funny hota and thoda realistic hota tho jyada acha rehta. Coming from a guy who was eating lunch to this so you know the disappointment
734,Binod
604,When son tries to roast his dad....face_with_tears_of_joy
1363,"2.4 million dislikes
kiu roast kar raha khudko?"
780,GODI MEDIArolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughing
1779,17:00 Ngoài trời ngập nắng. Tim lại đổ mưa. Lòng thầm lo lắng. Cậu thích ai chưa?
325,"1:48 I agree on this, because the comment section has 1000X better content then your vdo bruh."
1343,Vo to aacha hua YouTube ne dislike count hide krdiye wrna Kunal ka bacha hu career uthna he rehta jitne iske sr m baal h face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy
742,Niggas trend this asap
1610,"#pkmkb
#kkmkb

Legends will understand
Little boys go and watch pogosmiling_face_with_sunglasses"
1754,"Roaster award goes goes to 




















































You say your opinion on comments ....."
491,"Kunal is a motivational speaker as we all know he never said MC, BC, Lund and he is also a famous content creator check all his videos 
middle_fingermiddle_fingermiddle_fingermiddle_finger
thumbs_downthumbs_downthumbs_downthumbs_downthumbs_down"
2030,5:23( I know roast mein ohhhh bhaut tha but but iss rost ki haar line hi punchline thi)9:30
1894,ISKA ROAST DEKH KE TOH AANKHE BHAR AAYI
768,"Whenever someone asks you what is ""Vinaash Kaale Viprit Buddhi""
Show them this video!!"
1454,Dislikes are more than the subscribers face_with_tears_of_joy
743,"rolling_on_the_floor_laughing
rolling_on_the_floor_laughing
rolling_on_the_floor_laughing
rolling_on_the_floor_laughing
rolling_on_the_floor_laughing
rolling_on_the_floor_laughing"
847,Content content content......face_with_tears_of_joygrinning_faceface_with_tears_of_joygrinning_facegrinning_facegrinning_faceface_with_tears_of_joygrinning_faceface_with_tears_of_joy
1299,"Tu Dekh Apna career takle
face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy
Tu Toh Sirf Waah Modiji Waah Modiji kehta rehta hai.
Tera Career kuch nahi hai Carryminati ke saamne...
firefirefirefiresmiling_face_with_sunglassessmiling_face_with_sunglassessmiling_face_with_sunglassessmiling_face_with_sunglasses"
588,I see this video again again to see the number of dislike rolling_on_the_floor_laughingrolling_on_the_floor_laughing
1107,Kunal bro why you take 10 mins face_with_tears_of_joy mujhse isse bhi acha roast chahiye aur abkiiiii Carry k chutiye fans k upr bhi
2103,"Dislike le le face_with_tears_of_joyrolling_on_the_floor_laughing

OOOOOOhhhface_screaming_in_fearface_screaming_in_fearface_screaming_in_fearface_screaming_in_fearface_screaming_in_fear...."
1074,"Summary of this video
"" Kunal kamra hugta he, Kunal kamra bhut zor se hugta he Yar, Kunal kamra hugega""

Ooooooooooo

Oooooooo"
1640,Maja aya jail ja kar
1133,Ravish Kumar ji feedback m negative point hi kyu btate ho ya toh aapko feedback ka mtlb nhi PTA ya phir aap anti modi ho
1279,That is the roast face_with_tears_of_joy
550,"One thing is common , defamatory words against PM and gujratis, he compared pm with hitler did anyone notice?"
655,622 modi vakt v h
1768,Napunsak media
1557,"""that kind of attention seeking behavior is childish""  

Ok linus, so what do you call the clickbait thumbnails and titles of your videos? kind of attention seeking by definition..."
524,"Who is this guy ?
Where did he came from ?"
2086,Look at the dislikes face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy Carry has won from here
509,"Kunal Kamra :- Aja Carry tujhe roast sikhatha hu 
.
.
.
.
.
.
Le Carry :- Majdoor Ko Khodna Or Baap Ko chodna Nhi sikhate"
605,Bhai tu ruk bhai Carry tereko roast nahi goast karega grinning_face_with_big_eyesgrinning_face_with_big_eyesgrinning_face_with_big_eyesgrinning_face_with_big_eyes
531,if u notice dislikes are more than the total subscribers face_with_tears_of_joy
244,"Kunal bhai..agar aaj bjp nhi hota to tera career hota kya.....
Oooooohhhhhhhh......face_with_tears_of_joyface_with_tears_of_joy"
545,"अगर टोक्यो ओलंपिक में
थूककर चाटने का कोई गेम होता तो

एक गोल्ड तो kunal kamra भी ले आता !face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy"
1269,2.4M dislikes... dream come true rolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughing
1325,"if giving gaali doesnot make it a roast then adding 'ooohhhhhhh' after every dialogue doesnot make it epic. 
OOOOOHHHHHHHHHH"
1585,face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyshit I'm late up.....but fire
1550,U rock dudefireface_with_tears_of_joyface_with_tears_of_joy
731,I love this roast
988,Hahahaha ye hai koun lodha kamraface_with_tears_of_joyface_with_tears_of_joy
989,oye crandeep face_with_tears_of_joy
1972,I hope this guy now realizes he made the most worst decision of his lifesad_but_relieved_facegrinning_squinting_face
423,"When Kunal kamra born...
Kahi se akashwani hui thi...or akashwani mei wahi kaha gaya tha jiski isne aaj T-shirt b Pehan rakhi hai...I mean aksar wahi Tshirt pehanta hai.. rolling_on_the_floor_laughingface_with_tears_of_joyrolling_on_the_floor_laughing"
1210,face_with_tears_of_joyrolling_on_the_floor_laughingface_with_tears_of_joyfirefirefire
259,I thought this Chooo had left stand up comedy..
1469,Such an idiot this guy is !! Carry we support youred_heartred_heart
1681,"Thanks a lot Kamra for bringing BJP haters, muslim haters, carry haters and your own haters together in the comment section to roast you. grinning_face_with_smiling_eyes"
775,Know who said ki Kunal Kamra roasting main mujhra karta hai face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy
910,"I strongly disagree with the part where you use those ""gaali clips"".... coz game khelte time jb rage aata h to gaali niklti h aur sb gaaliya rage me hi nikli h dhyan se dekho..... aur sbki niklti h us moment me....."
1344,"We are nationalist, We don't take money to destroy our own mother land ."
1993,Hahahahaha kamra ne udta teer gaand me leliyarolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughing
958,face_with_tears_of_joyrolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughingface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy
1164,"wow, so many hilarious jokes, forgot to laugh though."
674,4:29 moooooooooooth
355,I wish i could dislike this video ×100
1711,"Video ka next part kab aiga , dislike ka record todna hai face_with_tears_of_joyface_with_tears_of_joy"
2122,"....नहीं, नहीं, रैबिज कुमार जी आप सवाल नहीं करते, 
मोदी के मामले में,  आप का जो सवाल करने का अंदाज होता है, उसमें सवाल कम मज़ाक उड़ाने का अंदाज ज्यादा होता है, 
ओर आप ऊपर से लेकर नीचे तक एंटी मोदी ज़हर से भरें हैं, इसका सबसे बड़ा सबूत यह हैं, कि पिछले पांच सालों में आप ने एक भी रिपोर्टिंग मोदी सरकार की उपलब्धि या किसी एक अच्छे काम के ऊपर बनाई हो, 
क्या आप कि नज़र में मोदी ने पिछले पांच सालों में एक भी अच्छा काम नहीं किया ।।।"
290,Bhai pehle to jitna dis likes hai utna tere subscribers karle rolling_on_the_floor_laughing
1935,"Summary of this video
"" Kunal kamra hugta he, Kunal kamra bhut zor se hugta he Yar, Kunal kamra hugega""

Ooooooooooo

Oooooooo"
2068,"I want my 11:34 min of my life back. 
Not a single joke ."
1007,Carryminat video ha#jittt
1866,"Beta Kunal multi talented Gandu
Total 20 lakh dislike
Or v aaegaa beta Kunal tension mtt le squinting_face_with_tonguesquinting_face_with_tonguesquinting_face_with_tongue"
1680,"Kunal ki kitne baap hai?  
1 like = 30 baap rolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughing"
128,Gau matru peena wala wont get d kunal kamla..
1435,This man should be given a national award for what he has done for the nation while other media houses were jerking of the government . He has suffered so much in the last 4 years  (respect ).
2120,Ha bhai aa gya swad face_with_tears_of_joyface_with_tears_of_joy
400,Target - 1 crore dislikes!
408,oye crandeep face_with_tears_of_joy
434,"Kunal's subscribers -  1.67 M
This video dislikes -  1.8 M ..............
...
Aao  kunal tuze  tiktok sikhye ..
Ooohhhhhhhhh"
1615,Who is the chief Minister of india saste nashe karne ka natija rolling_on_the_floor_laughing
508,Or tuje chahiye 2M dislike rolling_on_the_floor_laughingrolling_on_the_floor_laughing
1634,"Leli kunal bhai ne carry ki ...
Ab uske pilley yha aakar dislike karengeyrolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughing"
480,Bhai lockup jaisa jhuntu show kyu kr rhe ho
1136,Soso Woodstock special with FL currency
2066,"You seem one sided 
India good 
Pakistan badface_with_symbols_on_mouth
India has its own separate set of problems"
1282,Kunal be like baap baap hota ha face_with_tears_of_joy
1987,"I like your content 
I still condemn your words on Ram & Sita ji..
I never felt offended by political jokes..
But can't tolerate insult of my role models

Keep improving ane EVOLVing.."
1013,Where is carry lover?
806,"Banda thinks that Adding Ohhhh in frnt of his roasts will make them less lame.
And tries to Roast him in Carry's style itself...Abbe Amir ka Roast hi better tha, Bande ni kuch toh Creativity lagaaya tha...unlike youu.
I'd rather watch a Reaction Videoo"
1240,"Best thing I get from this video
This change my entire life
ACHARYA JIII.
folded_handsfolded_hands"
1862,Abee sale ! East and West Carry is the best thumbs_up
1304,You r too good dude Indian audience is immature
661,This is the best Roast I have had ever seen  in YouTube.... I loved it... If kunal is Sashi Tharoor then Carry minati is  sambit patra
265,"121K dislikes...

Ambani ji ka IT Cell bura maan gaya yaar"
756,Lo hamne 2m unlike de diyerolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughing
1166,Abhi abhi dislike kiya hu face_with_tears_of_joy
1223,"4:18 
Carry- Iss video mein mereko chahiye 2million likes
Kunal Kamra- iss video mein mereko chahiye 2m dislikes. Guys karwa do please folded_handsfolded_handsfolded_hands"
1243,I am carry fan from last 5 years but the way kamra roasted him without using cuss words is owsm
1197,"2 hotties with a fucking talent of ""dil toote ashiq"" voice!!!!  Love smiling_face_with_heart-eyes"
1538,Came here to see dislikes after recent Kamra tweet rolling_on_the_floor_laughing
757,"Iss baar ka PM Rahul Gandhi bane. And possible lag bhi raha hai. I hope voh isse toh better hi kaam karega. Yeh channels ki vajah se votes Congress ko hi jaane hai. Yeh sab kora sach hai. Par iska faayda bas ek party ko hone waala hai. Usse zyaada kya hoga.
PeeingHuman jaake opposition ban ja. Please. Fir Modi hatred ko side rakh ke ruling party ki honest criticism karna.
Logon ko har party bevakoof banane baithi hai."
688,"Metarolling_on_the_floor_laughingrolling_on_the_floor_laughing...i like the line comedy is not punching down but indian youtube teaches, ass licking is upwardsgrinning_squinting_face...Kamra's roast justifies itself inspite some of it being below the belt because...Kamra is actually punching up.....nobody has the balls to call out carry but Kamra is being Kamra as usual"
1039,Binod
1221,After seeing this video my mind joginder is better than himrolling_on_the_floor_laughing
1638,"Har baat pe ""ooooooooo"" karke disturb mat karo yaar, comments par ne dounamused_face; Carry vai ne jitni baar jorse ""bhosdike"" nhi bola, is video mein usse zyada ""ooooooooooo"" haiexploding_head, tu jare baba, tu tiktok mein hi ja re, 6yaaa"
43,Kunal ke to lag gaye bichara
2,ഹിന്ദി അറിയില്ലെങ്കിലും യ്യി പൊളിയാ.. winking_face_with_tonguewinking_face_with_tongue tik tok hater from kerala
1103,"1) Kamra after seeing the dislikes on this video -“ Mai madarchod hu jo yaha aya. Waqt badal diya, jazbaat badal goya”

2) When the total likes on the comments are higher than the likes on the video. It’s like going to kamra’s stand up show and turn it into an open mic ceremony."
295,Binod
850,"Beta Kunal multi talented Gandu
Total 20 lakh dislike
Or v aaegaa beta Kunal tension mtt le squinting_face_with_tonguesquinting_face_with_tonguesquinting_face_with_tongue"
571,Majdoor ko khodna and baap ko chodna nhi sikhate face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy
438,#lockupp #MUNAWARFARUQUE #bsdk
1216,face_with_tears_of_joyrolling_on_the_floor_laughingrolling_on_the_floor_laughingthumbs_up
